category_id	pos	concept_id	concept_ru	concept_en	definition_ru	definition_en
B372	NOUN	1097	щель			
B372	NOUN	1098	завалина			
B372	NOUN	1099	стена			
B372	NOUN	1100	потолок			
B372	NOUN	1101	порог			
B372	NOUN	1102	петля двери			
B372	NOUN	1103	ручка двери			
B372	NOUN	1104	задвижка дверная, засов			
B372	NOUN	1105	замок			
B372	NOUN	1106	крыльцо			
B372	ADJ	1108	плотный, тесно и прочно соединенный			
B372	NOUN	1111	окно			
B372	VERB	1113	открывать			
B372	VERB	1114	закрывать, затворять			
B372	NOUN	1115	крыша			
B372	NOUN	1117	лестница			
