category_id	pos	concept_id	concept_ru	concept_en	definition_ru	definition_en
A12	ADJ	14	ясный (о погоде)	clear; lucid	 светлый, ничем не затемнённый; безоблачный 	bright, not darkened by anything; cloudless
A12	ADJ	15	сухой	dry	не содержащий влаги, не покрытый водой	free from moisture, not covered with water
A12	NOUN	16	роса	dew	атмосферные осадки в виде мелких капелек воды, осаждающихся из влажного воздуха на земле, растениях и т. п. при охлаждении, понижении температуры	any moisture from the atmosphere condensed by cool bodies upon their surfaces
A12	NOUN	17	тень (пространство, защищенное от солнца)	shadow (space protected from the sun)	участок поверхности или область пространства, менее ярко освещённые по сравнению с прочими, скрытые от прямых лучей света	an area protected by an obstacle (likened to an object blocking out sunlight)
A12	NOUN	18	тень (отражение от человека или предмета)	shadow (reflection from a person or object)	тёмный силуэт, формируемый на освещённой поверхности загораживающим свет объектом	a dark image projected onto a surface where light (or other radiation) is blocked by the shade of an object
A12	NOUN	19	сумерки	twilight, dusk	полутёмный промежуток между заходом солнца и ночью, а также в предрассветные часы	the time when said light is visible; the period between daylight and darkness. 
A12	NOUN	20	туман	fog	атмосферное явление, характеризующееся большим количеством в воздухе микроскопических капель воды или кристалликов льда, снижающих прозрачность атмосферы	an atmospheric phenomenon characterized by a large number of microscopic water droplets or ice crystals in the air, which reduce the transparency of the atmosphere
A12	NOUN	21	пар	steam, vapor	газообразное состояние вещества в условиях, когда газовая фаза может находиться в равновесии с жидкой или твёрдой фазами того же вещества	the hot gaseous form of water, formed when water changes from the liquid phase to the gas phase (at or above its boiling point temperature)
A12	NOUN	22	дождь	rain	атмосферные осадки в виде капель или струй воды	condensed water falling from a cloud
A12	VERB	23	дождить	to rain	о дожде (начинающемся и прекращающемся или затяжном): идти	to have rain fall from the sky
A12	VERB	24	капать	to drip, to dribble	падать каплями (о жидкости)	to fall one drop at a time
A12	NOUN	25	ветер	wind	атмосферное явление, представляющее собой горизонтальное движение воздуха; в более широком смысле — вообще поток любого газа	real or perceived movement of atmospheric air usually caused by convection or differences in air pressure
A12	VERB	26	дуть (о ветре)	to blow (about the wind)	веять, вызывать продолжительное движение воздуха	to produce an air current
A12	NOUN	27	ветер весенний	spring wind	движение воздуха, приносящее за собой весну	movement of air bringing spring
A12	NOUN	28	вихрь	whirlwind	порывистое круговое движение потока жидкости или газа	a phenomenon in which a vortex of wind (a vertically oriented rotating column of air) forms due to instabilities and turbulence created by heating and flow (current) gradients
A12	NOUN	29	радуга	rainbow	атмосферное оптическое явление, разноцветная дугообразная полоса на небесном своде, включающая плавно переходящие друг в друга оттенки от фиолетового до красного	a multicoloured arch in the sky, produced by prismatic refraction of light within droplets of rain in the air
A12	NOUN	30	лужа	puddle	углубление со скопившейся в нём водой	a small, often temporary, pool of water, usually on a path or road
A12	NOUN	31	град	hail	атмосферные осадки в виде сферических частиц или кусочков плотного льда (градин) неправильной формы, выпадающие в тёплое время года из мощных кучево-дождевых облаков	an occurrence of precipitation as balls or pieces of ice, often in connection with a thunderstorm; a hailstorm
A12	NOUN	32	снег	snow	вид атмосферных осадков в виде небольших хлопьев застывшей воды (снежинок) в форме шестиугольных пластинок и шестилучевых звёздочек; выпадает из облаков при температуре воздуха ниже 0 °C	the partly frozen, crystalline state of water that falls from the atmosphere as precipitation in flakes; also, the falling of such flakes; and the accumulation of them on the ground or on objects as a white layer
A12	NOUN	33	мороз	frost	очень сильный холод, также холодная погода	the cold weather that causes these ice crystals to form
A12	NOUN	34	лёд	ice	минерал, вода в замёрзшем, затвердевшем состоянии, кристаллическое бесцветное, прозрачное вещество	water in frozen (solid) form
A12	NOUN	35	заморозок	overnight freeze, cold snap	лёгкий мороз, обычно по утрам весной или осенью, когда дни теплые	light frost, usually in late spring or early autumn, when days are warm
A12	NOUN	36	иней	hoarfrost	тонкий слой мелких кристалликов льда, покрывающий поверхность предметов при их резком охлаждении	originally, any frozen dew forming a white deposit on exposed surfaces
A12	NOUN	37	пороша	freshly-fallen snow	свежий, только что выпавший снег	fresh, just-fallen snow
A12	NOUN	38	метель	blizzard, snowstorm	сильный ветер переменного направления со снегом; вьюга	a large snowstorm accompanied by strong winds and greatly reduced visibility caused by blowing snow
A12	NOUN	39	сугроб	snowbank	наметённая ветром куча снега	a heap of snow
A12	NOUN	40	мерзлота	permafrost	мёрзлое состояние почвы; промёрзшая почва	frozen soil
A12	NOUN	41	наст	crust	твёрдая корка на снегу, образующаяся после оттепели и последующего подмерзания	a compacted, icy layer forming on top of snow after thawing and refreezing
A12	VERB	42	таять (о снеге)	to melt	переходить из твёрдого состояния в жидкое под действием тепла	to pass from a solid state into a liquid state due to heat
A21	NOUN	43	вода	water	влага, прозрачная бесцветная жидкость	a substance found at room temperature and pressure as a clear liquid; it is present naturally as rain, and found in rivers, lakes and seas; its solid form is ice and its gaseous form is steam
A21	NOUN	44	ручей	brook	небольшой водный поток, маленькая речка	a body of running water smaller than a river; a small stream
A21	NOUN	45	река	river	разновидность водотока; водный поток, значительный по объёму и направляющийся по относительно постоянному руслу от истока к устью	a large and often winding stream which drains a land mass, carrying water down from higher areas to a lower point, oftentimes ending in another body of water, such as an ocean or in an inland sea
A21	NOUN	46	берег	coast	линия границы между водой и сушей, а также полоса суши в непосредственной близости от этой линии	the edge of the land where it meets an ocean, sea, gulf, bay, or large lake
A21	NOUN	47	дно (водоёма)	bottom	твёрдая поверхность, грунт под водой водоёма	hard surface, soil under water of a reservoir
A21	NOUN	48	волна	wave	вал на поверхности водоёма при её колебании под действием ветра, сейсмических явлений, механического воздействия	a moving disturbance in the level of a body of liquid; an undulation
A21	VERB	49	утихать, успокаиваться (о ветре, реке, море и т.п.)	to subside (of wind, storm, sea, water, or natural forces)	приходить в спокойное, ровное состояние; терять силу, бурность, волнение	to become less strong, violent, or intense; to gradually return to a normal or calm state after a period of agitation or turbulence
A21	NOUN	50	водоворот	vortex	круговое — обычно быстрое — движение воды в реке, озере и т. п., возникающее при столкновении встречных течений; также место, где происходит такое движение	a whirlwind, whirlpool, or similarly moving matter in the form of a spiral or column
A21	NOUN	51	полынья	clearing, water opening	незамёрзший или протаявший участок на воде, промежуток среди льда, покрывающего водоём	a naturally formed area of open water surrounded by sea ice
A21	NOUN	52	прорубь	ice hole	отверстие, прорубленное во льду замёрзшего водоёма	a hole in the ice of a frozen body of water, often man-made with the scope of fishing
A21	NOUN	53	озеро	lake	большой естественный водоём, замкнутый в берегах	a large, landlocked stretch of water or similar liquid
A21	NOUN	54	маленькое лесное озеро	small forest lake	ламба, глухое озеро без истоков, особенно в лесу	a remote lake without sources, especially in the forest
A21	NOUN	55	пространство озера (вдали от берегов)	Lake area (away from the coast)	открытое водное пространство озера вдали от берегов	the open water area of a lake, away from the shores
A21	NOUN	56	ил	silt	вязкий осадок из минеральных и органических веществ на дне водоёма	mud or fine earth deposited from running or standing water
A21	NOUN	57	пролив	strait	сравнительно узкая полоса воды, разъединяющая участки суши и соединяющая два водных бассейна или две части водного бассейна	a relatively narrow strip of water separating two land masses and connecting two bodies of water or two parts of the same body of water
A21	NOUN	58	залив	bay	обширный участок водного пространства, вдающийся в сушу	A body of water (especially the sea) contained by a concave shoreline.
A21	NOUN	59	наволок, мыс	cape, promontory	участок суши, выдающийся острым углом в водное пространство	a piece or point of land, extending beyond the adjacent coast into a sea or lake; a promontory; a headland
A21	NOUN	60	море	sea	часть океана, обособленная сушей или островами	a large body of salt water
A21	ADJ	61	глубокий	deep	имеющий значительное расстояние между поверхностью и дном, большую глубину	extending far down from the top, or surface, to the bottom, literally or figuratively
A21	ADJ	62	мелкий (неглубокий)	shallow	имеющий небольшую глубину; такой, где от поверхности до дна небольшое расстояние	not deep; having little distance from the surface to the bottom
A21	NOUN	63	болото	bog	участок ландшафта со слоем торфа более 30 см, характеризующийся избыточным увлажнением, повышенной кислотностью и низкой плодородностью почвы, выходом на поверхность стоячих или проточных грунтовых вод, но без постоянного слоя воды на поверхности	an area of decayed vegetation (particularly sphagnum moss) which forms a wet spongy ground too soft for walking; a marsh or swamp
A21	NOUN	64	подснежная вода	subnival water 	вода, находящаяся под снежным покровом; талая или грунтовая вода, протекающая или скапливающаяся между поверхностью земли (льда) и слоем снега	water that flows or accumulates beneath a snow cover; meltwater or groundwater located between the ground (or ice) surface and the snow layer
A22	NOUN	65	гора	mountain	сильно возвышенная местность, большой холм	an elevation of land of considerable dimensions rising more or less abruptly, forming a conspicuous figure in the landscape, usually having a small extent of surface at its summit
A22	NOUN	66	скала	cliff	каменная глыба или гора с крутыми склонами и острыми выступами	a high area of land with a very steep side, especially one next to the sea; a steep face of rock and earth
A22	NOUN	67	низина	lowland	низменное место, участок земли, расположенный ниже окружающей местности 	flat land that is at, or not much higher than, sea level
A22	NOUN	68	пойма, заливной луг	floodplain, floodplain meadow	часть речной долины, затопляемая во время половодья или паводков; низменная полоса земли вдоль реки, покрываемая водой в период высокого уровня	an area of low-lying ground adjacent to a river, formed mainly of river sediments and subject to flooding
A22	NOUN	69	глина	clay	пластичная при увлажнении осадочная горная порода, используемая для производства гончарных изделий, кирпича, а также для строительных и скульптурных работ	a mineral substance made up of small crystals of silica and alumina, that is ductile when moist; the material of pre-fired ceramics
A22	NOUN	70	песок	sand	осадочная порода, состоящая из мелких зёрен кварца и других минералов	Rock that is ground more finely than gravel, but is not as fine as silt (more formally, see grain sizes chart), forming beaches and deserts and also used in construction
A22	NOUN	71	камень	stone	твёрдая горная порода; кусок, обломок такой породы	hard solid non-metallic mineral matter of which rock consists; a piece of rock
A22	NOUN	72	золото	gold (metal)	драгоценный металл жёлтого цвета	A heavy yellow elemental metal of great value
A22	NOUN	73	серебро	silver	драгоценный металл белого цвета, ковкий, тягучий, с высокой электропроводностью; химический элемент Ag	a precious shiny greyish-white metal that is used for making jewellery, ornaments, and coins; the chemical element Ag
A22	NOUN	74	медь	copper	металл красновато-розового цвета, ковкий, тягучий, с высокой электропроводностью и теплопроводностью; химический элемент Cu (атомный номер 29)	a reddish-brown metal that is ductile, malleable, and an excellent conductor of heat and electricity; the chemical element Cu (atomic number 29)
A22	NOUN	75	свинец	lead (metal)	тяжёлый мягкий металл синевато-серого цвета, ковкий, легко плавится; химический элемент Pb (атомный номер 82)	a heavy soft bluish-grey metal that is easily melted and shaped; the chemical element Pb (atomic number 82)
A22	NOUN	76	железо	iron	простое вещество, твёрдый ковкий металл серебристо-белого цвета, который ржавеет, притягивается магнитами, основной компонент чугуна и стали	A common, inexpensive metal, silvery grey when untarnished, that rusts, is attracted by magnets, and is used in making steel. 
A22	NOUN	77	ртуть	mercury (Hg)	тяжёлый жидкий металл серебристо-белого цвета, легко подвижный, испаряется при комнатной температуре; химический элемент Hg (атомный номер 80)	a heavy silvery-white liquid metal that is used in thermometers, barometers, and other scientific instruments; the chemical element Hg (atomic number 80)
A31	VERB	78	расти	to grow	произрастать, находиться где-либо; развиваться из семени, корня	to develop from a seed or root; to exist or be found in a particular place
A31	NOUN	79	цветок	flower	орган семенного размножения цветковых (покрытосеменных) растений; видоизменённый побег, состоящий из стебля, лепестков, тычинок и пестика	the seed-bearing part of a plant, consisting of reproductive organs (stamens and carpels) that are typically surrounded by a brightly coloured corolla of petals and a green calyx
A31	NOUN	80	стебель травянистого растения	stem, stalk	осевая часть побега травянистого растения, несущая листья, почки, цветки; поддерживает растение и проводит питательные вещества от корней к листьям	the main supporting structure of a plant that rises from the root and bears leaves, flowers, and fruits; conducts water and nutrients between roots and leaves
A31	NOUN	81	колос	ear, spike	соцветие злаковых растений, представляющее собой главный побег с расположенными на нём зёрнами; плотный вытянутый колос с цветками и плодами	the seed-bearing flower spike of a cereal plant, especially wheat, barley, or maize; the fruiting part of a grain plant
A31	VERB	82	цвести	to bloom, to blossom, to flower	покрываться цветами, распускаться; находиться в состоянии цветения	to produce flowers; to come into bloom; to reach a state of development or perfection
A31	VERB	83	спеть	to ripen	достигать полной зрелости; становиться готовым к употреблению, сбору	to become ripe; to reach a state of full development and readiness for harvest or consumption
A31	NOUN	84	мох	moss	низшее споровое растение, растущее обычно плотными подушкообразными зарослями на влажных местах (камнях, деревьях, земле, болотах); не имеет настоящих корней, стеблей и листьев	a small soft green plant that grows in dense clumps on damp surfaces such as rocks, trees, and soil; a non-vascular plant that reproduces by spores and lacks true roots, stems, and leaves
A31	NOUN	85	камыш	rush, reed	высокое многолетнее травянистое растение семейства осоковых, растущее в воде или на болотистых местах; имеет длинный прямой стебель с метёлкой или зонтиком на верхушке	a tall slender-leaved plant of the grass family that grows in water or on marshy ground; a wetland plant with hollow jointed stems
A31	NOUN	86	трава прошлогодняя	last year's grass	сухая прошлогодняя растительность, сохранившаяся с предыдущего вегетационного сезона; отмершая трава, лежащая на земле после зимы	dried grass from the previous growing season that remains on the ground after winter; dead vegetation from the prior year
A321	NOUN	87	дерево	tree	многолетнее, как правило, крупное растение с твёрдым стволом, мощной корневой системой и образующими крону ветвями, покрытыми листьями или иголками	a perennial woody plant, differentiated from a shrub by its larger size (typically over a few meters; yards in height) or growth habit, usually having a single (or few) main axis or trunk unbranched for some distance above the ground and a head of branche
A321	ADJ	88	гнилой (о дереве)	rotten	испорченный, повреждённый гниением, тлением	in a state of decay
A321	NOUN	89	почка (древесная)	bud	зачаточный побег дерева или кустарника; орган растения, содержащий зачаток стебля с листьями или цветками, покрытый защитными чешуйками	a small protuberance on a stem or branch of a plant, containing an undeveloped shoot, leaf, or flower; a woody plant's embryonic shoot protected by scales
A321	NOUN	90	корень	root	подземный орган растения, служащий для закрепления в почве, поглощения воды и минеральных веществ, а также для хранения питательных веществ	the underground part of a plant that anchors it in the soil, absorbs water and minerals, and stores nutrients; the basal part of a plant from which stems and leaves grow
A321	NOUN	91	дупло	tree hollow	пустота, отверстие в стволе дерева, образовавшееся на месте выгнившей древесины	a semi-enclosed cavity which has naturally formed in the trunk or branch of a tree
A321	NOUN	92	пень	stump	нижняя часть ствола срубленного или погибшего дерева, остающаяся в земле вместе с корнями; остаток дерева после валки	the part of a tree trunk that remains in the ground after the tree has been cut down; the base of the trunk with roots still attached
A321	NOUN	93	валежина	fallen wood	дерево, лежащее на земле (поваленное ветром, засохшее и т. п.)	a tree lying on the ground
A321	NOUN	94	ветвь	branch	боковой отросток, идущий от ствола дерева или стебля травянистого растения	the woody part of a tree arising from the trunk and usually dividing
A321	NOUN	95	хвоя	needle, foliage	игловидные или чешуйчатые листья хвойных деревьев (сосны, ели, пихты, кедра и др.); вечнозелёная листва голосеменных растений	a thin, pointed, leaf-like structure of a coniferous tree; the modified leaf of a pine, fir, spruce, or other evergreen tree
A321	NOUN	96	смола бегущая, живица	resin	ароматная смола, выделяющаяся из надрезов или ран на стволах хвойных деревьев (сосны, ели, пихты, кедра); застывающая на воздухе вязкая жидкость	a sticky substance secreted by certain trees, especially conifers, that hardens when exposed to air; a natural organic compound used in varnishes, adhesives, and medicines
A321	NOUN	97	сера  (смола, выделяющаяся из хвойных деревьев)	coniferous resin	смола, живица, выделяющаяся из хвойных деревьев (сосны, ели); вязкое ароматное вещество, застывающее на коре	a sticky aromatic substance secreted by coniferous trees, especially pines; tree gum that flows from wounds in the trunk and hardens when exposed to air
A321	NOUN	98	лист	leaf	орган растения, растущий от стебля и служащий для фотосинтеза, испарения воды и газообмена; обычно плоская зелёная пластина с жилками	a flattened structure of a higher plant, typically green and blade-like, that is attached to a stem and functions in photosynthesis, transpiration, and gas exchange
A321	NOUN	99	кора (древесных растений)	bark (of a tree)	наружная защитная оболочка стволов, ветвей и корней древесных растений; состоит из нескольких слоёв тканей, защищающих дерево от повреждений, высыхания, вредителей и болезней	the tough protective outer sheath covering the trunk, branches, and twigs of a tree or woody shrub; consists of multiple tissue layers that protect the tree from damage, dehydration, pests, and diseases
A321	NOUN	100	береста	birchbark	верхний слой коры берёзы	the bark of the birch tree, especially the white bark of the paper birch
A321	NOUN	101	крень (креневое дерево)	compression wood	изменение строения древесины хвойных пород в обращённой вниз (сжатой) зоне ствола и сучьев, проявляющееся в виде кажущегося утолщения и потемнения поздней зоны годичных слоёв	a type of reaction wood formed on the lower (compressed) side of leaning stems and branches in coniferous trees; characterized by darker color, higher lignin content, increased density, and altered mechanical properties compared to normal wood
A321	NOUN	102	заболонь	sapwood	наружные молодые, физиологически активные слои древесины стволов, ветвей и корней, примыкающие к образовательной ткани — камбию	the soft outer layers of recently formed wood between the heartwood and the bark, containing the functioning vascular tissue
A322	NOUN	103	лес	forest	пространство, заросшее деревьями и другими растениями; бор, роща	a dense uncultivated tract of trees and undergrowth, larger than woods
A322	NOUN	104	лес глухой	dense forest	труднопроходимый, удалённый от поселений лесной массив с густым подлеском, завалами, без дорог и троп; часто заболоченный, с преобладанием хвойных пород	a thickly wooded area with heavy undergrowth, limited light penetration, and difficult passage
A322	NOUN	105	бор	pine forest	лес с преобладанием одного вида хвойных деревьев (чаще всего сосны)	a forest or grove of pine trees, either natural or as a plantation
A322	NOUN	106	сосна	pine	типовой род хвойных деревьев, кустарников или стлаников семейства Сосновые	Any coniferous tree of the genus Pinus
A322	NOUN	107	сосна кондовая	resinous pine; dense-grained pine; mast pine	высококачественная сосна с плотной, смолистой, мелкозернистой древесиной; растёт на сухих возвышенных местах (песчаных гривах, сухих борах), отличается прямым стволом и медленным ростом	a high-quality pine tree with dense, resin-rich, fine-grained wood; typically grows in dry, elevated sandy soils, valued for construction and shipbuilding due to its durability and strength
A322	NOUN	108	шишка (хвойных деревьев)	cone	соцветие и плод некоторых растений, включая хвойные, имеющее овальную форму, покрытые чешуйками и сохраняющееся до созревания семян	the fruit of a conifer or a similarly shaped fruit or flower head of certain other plants, such as banksias and proteas
A322	NOUN	109	ель	spruce	род хвойных деревьев семейства сосновые	any of various large coniferous evergreen trees or shrubs from the genus Picea, found in northern temperate and boreal regions; originally and more fully spruce fir
A322	NOUN	110	дуб	oak	род многолетнего лиственного дерева семейства буковых с прочной древесиной и плодами — желудями	a deciduous tree with distinctive deeply lobed leaves, acorns, and notably strong wood
A322	NOUN	111	береза	birch	род листопадных деревьев и кустарников семейства Берёзовые (Betulaceae); широко распространена в Северном полушарии	any of various trees of the genus Betula, native to countries in the Northern Hemisphere.
A322	NOUN	112	сок	sap	жидкость, содержащаяся в клетках, тканях и полостях растительных и животных организмов	a fluid found inside trees and other plants that carries dissolved nutrients and sugars. It flows through two types of tissue: xylem (carrying water and minerals upward from the roots) and phloem (transporting sugars produced by photosynthesis to other pa
A322	NOUN	113	гриб-трутовик	polypore	однолетний или многолетний гриб, паразитирующий на деревьях	a group of fungi that form large fruiting bodies with pores or tubes on the underside
A322	NOUN	114	осина	aspen	лиственное дерево семейства ивовых (Populus tremula); имеет округлые листья на длинных черешках, дрожащие на ветру; кора зеленовато-серая, древесина мягкая, белая	a deciduous tree of the willow family (Populus tremula); has rounded leaves on long petioles that tremble in the wind; bark greenish-gray, wood soft and white
A322	NOUN	115	липа	linden	лиственное дерево семейства мальвовых (Tilia); имеет сердцевидные листья, душистые желтоватые цветки, собранные в соцветия; древесина мягкая, лёгкая, ценится в резьбе	a deciduous tree of the family Malvaceae (Tilia); has heart-shaped leaves, fragrant yellowish flowers in clusters; wood soft, light, valued for carving
A322	NOUN	116	клен	maple	лиственное дерево семейства сапиндовых (Acer); имеет пальчато-лопастные листья, крылатые парные плоды; древесина твёрдая, используется в столярном деле	a deciduous tree of the family Sapindaceae (Acer); has palmately lobed leaves and paired winged seeds (samaras); wood hard, used in woodworking
A322	NOUN	117	ива	willow	лиственное дерево или кустарник семейства ивовых (Salix); имеет узкие листья, гибкие ветви, растёт у водоёмов; используется для плетения, лекарственное растение	a deciduous tree or shrub of the family Salicaceae (Salix); has narrow leaves, flexible branches, grows near water; used for basketry, medicinal plant
A322	NOUN	118	рябина	mountain ash, rowan	лиственное дерево семейства розоцветных (Sorbus aucuparia); имеет непарноперистые листья, белые цветки, оранжево-красные ягоды; ягоды горьковатые, съедобные после заморозков	a deciduous tree of the family Rosaceae (Sorbus aucuparia); has pinnate leaves, white flowers, orange-red berries; berries slightly bitter, edible after frost
A322	NOUN	119	черемуха	bird cherry	лиственное дерево или кустарник семейства розоцветных (Prunus padus); имеет душистые белые кисти цветков, чёрные вяжущие ягоды; кора и листья с характерным запахом	a deciduous tree or shrub of the family Rosaceae (Prunus padus); has fragrant white flower clusters, black astringent berries; bark and leaves with characteristic scent
A322	NOUN	120	ольха	alder	лиственное дерево семейства берёзовых (Alnus); имеет округлые листья, серёжки, шишковидные плоды; растёт во влажных местах, древесина устойчива к воде	a deciduous tree of the family Betulaceae (Alnus); has rounded leaves, catkins, cone-like fruits; grows in wet places, wood water-resistant
A323	NOUN	121	можжевельник	juniper	хвойный кустарник или дерево семейства кипарисовых (Juniperus); имеет игольчатые или чешуйчатые листья, синеватые шишкоягоды; ароматное растение, используется в медицине	a coniferous shrub or tree of the family Cupressaceae (Juniperus); has needle-like or scale-like leaves, blue berry-like cones; aromatic plant, used in medicine
A323	NOUN	122	малина	raspberry	кустарник семейства розоцветных (Rubus idaeus); имеет сложные листья, белые цветки, красные ароматные ягоды-многокостянки; ягоды съедобные, лекарственные	a shrub of the family Rosaceae (Rubus idaeus); has compound leaves, white flowers, red fragrant aggregate berries; berries edible, medicinal
A323	NOUN	123	красная смородина	redcurrant	кустарник семейства крыжовниковых (Ribes rubrum); имеет лопастные листья, кисти мелких красных кисловатых ягод; ягоды съедобные, используются в кулинарии	a shrub of the family Grossulariaceae (Ribes rubrum); has lobed leaves, clusters of small red tart berries; berries edible, used in cooking
A323	NOUN	124	черная смородина	currant	кустарник семейства крыжовниковых (Ribes nigrum); имеет ароматные листья, кисти чёрных сладко-кислых ягод; ягоды богаты витамином C	a shrub of the family Grossulariaceae (Ribes nigrum); has aromatic leaves, clusters of black sweet-tart berries; berries rich in vitamin C
A323	NOUN	125	ягода	berry	сочный плод растений с семенами внутри; небольшой съедобный плод кустарников или трав	a juicy fruit of plants with seeds inside; a small edible fruit of shrubs or herbs
A323	ADJ	126	незрелый (о ягодах)	unripe	не достигший полной спелости; зелёный, кислый, твёрдый; не готовый к употреблению или сбору	not having reached full maturity; green, sour, hard; not ready for consumption or harvesting
A323	VERB	127	собирать (ягоды)	to pick, to harvest	набирать, срывать ягоды с растений; заниматься заготовкой ягод	to collect, pluck berries from plants; to engage in berry harvesting
A323	NOUN	128	черника	blueberry, whortleberry	низкий кустарничек семейства вересковых (Vaccinium myrtillus); имеет мелкие овальные листья, синевато-чёрные сладкие ягоды с сизым налётом; растёт в хвойных лесах	a low shrub of the family Ericaceae (Vaccinium myrtillus); has small oval leaves, blue-black sweet berries with a waxy bloom; grows in coniferous forests
A323	NOUN	129	голубика	bilberry	вид листопадных кустарников из рода Вакциниум семейства Вересковые с тёмно-синими ягодами	a shrub native of the cool temperate areas of northern hemisphere, Vaccinium uliginosum, and the berry of that shrub
A323	NOUN	130	земляника	wild strawberry	название рода многолетних травянистых растений семейства розоцветных (Fragaria)	A plant of the species of strawberry growing naturally throughout much of the Northern Hemisphere, Fragaria vesca.
A323	NOUN	131	поленика	Arctic bramble, Arctic raspberry	многолетнее травянистое растение семейства розоцветных (Rubus arcticus); имеет тройчатые листья, розовые цветки, красные сочные ягоды; растёт на севере, в тундре и лесах	a perennial herb of the family Rosaceae (Rubus arcticus); has trifoliate leaves, pink flowers, red juicy berries; grows in northern regions, tundra, and forests
A323	NOUN	132	костяника	stone bramble	многолетнее травянистое растение семейства розоцветных (Rubus saxatilis); имеет тройчатые листья, белые цветки, красные ягоды с крупными косточками; кисловато-сладкие ягоды съедобны	a perennial herb of the family Rosaceae (Rubus saxatilis); has trifoliate leaves, white flowers, red berries with large stones; tart-sweet berries edible
A323	NOUN	133	морошка	cloudberry	многолетнее травянистое растение семейства розоцветных (Rubus chamaemorus); растёт на болотах, имеет белые цветки, янтарно-жёлтые сочные ягоды; ценная северная ягода	a perennial herb of the family Rosaceae (Rubus chamaemorus); grows in bogs, has white flowers, amber-yellow juicy berries; a valuable northern berry
A323	NOUN	134	брусника	cowberry	вечнозелёное кустарничковое растение из рода Vaccinium семейства Вересковых	a shrub native to the cool temperate areas of the Northern Hemisphere
A323	NOUN	135	клюква	cranberry	вечнозелёный кустарничек семейства вересковых (Vaccinium oxycoccos); растёт на болотах, имеет мелкие листья, красные кислые ягоды; ягоды богаты витамином C, используются в медицине	an evergreen dwarf shrub of the family Ericaceae (Vaccinium oxycoccos); grows in bogs, has small leaves, red tart berries; berries rich in vitamin C, used in medicine
