category_id	pos	concept_id	concept_ru	concept_en	definition_ru	definition_en
A323	NOUN	124	черная смородина	currant	кустарник семейства крыжовниковых (Ribes nigrum) с мелкими чёрными ягодами	a shrub of the gooseberry family (Ribes nigrum) bearing small black berries
A323	NOUN	125	ягода	berry	небольшой сочный плод, обычно содержащий семена	a small, fleshy fruit, usually containing seeds
A323	ADJ	126	незрелый (о ягодах)	unripe	не достигший зрелости, не созревший (о ягодах)	not yet ripe; not having reached maturity (of berries)
A323	VERB	127	собирать (ягоды)	to harvest, to berry	заниматься сбором ягод	to gather or pick berries
A323	NOUN	128	черника	blueberry, bilberry, whortleberry	низкорослый кустарник семейства вересковых (Vaccinium myrtillus) с синевато-чёрными ягодами	a low-growing shrub of the heath family (Vaccinium myrtillus) bearing bluish-black berries
A323	NOUN	131	поленика	Arctic bramble, Arctic raspberry	травянистое растение (Rubus arcticus) семейства розовых с розово-красными ягодами	a herbaceous plant (Rubus arcticus) of the rose family with pink-red berries
A323	NOUN	132	костяника	stone bramble	травянистое растение (Rubus saxatilis) семейства розовых с красными костянками	a herbaceous plant (Rubus saxatilis) of the rose family bearing red drupelets
A323	NOUN	133	морошка	cloudberry, Rubus chamaemorus	травянистое растение (Rubus chamaemorus) семейства розовых с янтарно-жёлтыми ягодами	a herbaceous plant (Rubus chamaemorus) of the rose family bearing amber-yellow berries
A323	NOUN	135	клюква	cranberry	стелющийся кустарничек семейства вересковых (Vaccinium oxycoccos) с красными кислыми ягодами	a creeping shrub of the heath family (Vaccinium oxycoccos) bearing tart red berries
A33	NOUN	136	хлеб, хлеба (все злаковые культуры)	bread (all cereals)	злаковые растения (зерновые культуры), возделываемые ради зерна	cereal grasses cultivated for their grain
A33	NOUN	137	рожь	rye	однолетнее или двулетнее злаковое растение (Secale cereale), возделываемое ради зерна	an annual or biennial cereal grass (Secale cereale) cultivated for grain
A33	NOUN	138	пшеница	wheat	злаковое растение (Triticum) с мучнистым зерном, широко возделываемое ради зерна	a cereal grass (Triticum) widely cultivated for its grain
A33	NOUN	139	ячмень	barley	злаковое растение (Hordeum vulgare), возделываемое ради зерна и как кормовая культура	a cereal grass (Hordeum vulgare) cultivated for grain and as animal feed
A33	NOUN	140	ость ячменя	beard	длинный остроконечный отросток на колосковой чешуе злаков, в частности ячменя	a long, bristle-like extension on the glume of cereal plants, particularly barley
A33	NOUN	141	овёс	avena	злаковое растение (Avena sativa), зерно которого используется в пищу и на корм скоту	a cereal grass (Avena sativa) whose grain is used as food and animal fodder
A33	NOUN	142	метелка овса	panicle	метельчатое соцветие овса	the branched flower cluster (panicle) of the oat plant
A34	NOUN	144	стручок	pod	вскрывающийся плод бобовых растений, содержащий семена	a dehiscent fruit of leguminous plants, containing seeds
A34	NOUN	145	репа	turnip	двулетнее овощное растение (Brassica rapa) семейства капустных с мясистым корнеплодом	a biennial vegetable (Brassica rapa) of the cabbage family with a fleshy root
A34	NOUN	147	лук	onion	огородное растение (Allium cepa) с луковицей и острым вкусом	a cultivated plant (Allium cepa) with a pungent-tasting bulb
A35	NOUN	148	куст	bush, shrub	многолетнее растение с несколькими одревесневшими стеблями, не имеющее ярко выраженного главного ствола	a perennial plant with several woody stems and no distinct main trunk
A35	NOUN	150	клевер	clover	травянистое растение семейства бобовых (Trifolium) с тройчатыми листьями	a herbaceous plant of the legume family (Trifolium) with trifoliate leaves
A35	NOUN	151	крапива	nettle	травянистое растение (Urtica) с жгучими волосками на листьях и стеблях	a herbaceous plant (Urtica) with stinging hairs on leaves and stems
A35	NOUN	152	щавель	sorrel	травянистое растение семейства гречишных (Rumex acetosa) с кислыми листьями	a herbaceous plant of the buckwheat family (Rumex acetosa) with sour-tasting leaves
A35	NOUN	153	папоротник	fern	споровое растение (Pteridophyta) с перисто-рассечёнными листьями-вайями	a vascular spore-bearing plant (Pteridophyta) with divided fronds
A35	NOUN	157	маслёнок	slippery jack mushroom, sticky bun mushroom (Suillus luteus)	съедобный трубчатый гриб (Suillus luteus) с маслянистой скользкой шляпкой коричневого цвета	an edible tubular mushroom (Suillus luteus) with a brown, slimy, greasy cap
A36	ADJ	160	черный	black	имеющий цвет сажи, угля; самый тёмный из всех цветов	having the colour of soot or coal; the darkest of all colours
A36	ADJ	161	красный	red	имеющий окраску, соответствующую цвету крови или спелых ягод рябины; один из основных цветов спектра	having the colour of blood or ripe rowan berries; one of the primary colours of the spectrum
A36	ADJ	163	синий	blue	имеющий окраску одного из основных цветов спектра — между зелёным и фиолетовым; цвета ясного неба	having the colour of one of the primary colours of the spectrum, between green and violet; the colour of a clear sky
A36	ADJ	164	жёлтый	yellow	имеющий окраску одного из основных цветов спектра — среднего между оранжевым и зелёным; цвета яичного желтка, золота	having the colour of one of the primary colours of the spectrum, between orange and green; the colour of egg yolk or gold
A36	ADJ	165	серый	grey	имеющий окраску, промежуточную между белым и чёрным	having a colour intermediate between white and black
A36	ADJ	166	пёстрый	variegated, motley	окрашенный в различные цвета или имеющий пятна, полосы разных цветов	having patches or stripes of different colours; multicoloured
A36	ADJ	167	тёмный	dark	имеющий мало света; не светлый по цвету	having little light; not light in colour
A411	NOUN	168	собака	dog	домашнее животное (Canis lupus familiaris), издавна живущее рядом с человеком	a domestic animal (Canis lupus familiaris) that has long lived alongside humans
A411	NOUN	169	щенок	puppy	детёныш собаки	a young dog
A411	VERB	170	лаять	to bark	издавать характерные отрывистые звуки (о собаке)	to make the characteristic sharp sounds produced by a dog
A411	NOUN	171	кошка	cat	домашнее животное (Felis catus), широко распространённое как домашний питомец	a domesticated animal (Felis catus) widely kept as a pet
A411	NOUN	172	котёнок	kitten	детёныш кошки	a young cat
A411	VERB	173	мяукать	to meow, to mew	издавать характерные протяжные звуки (о кошке)	to make the characteristic plaintive cry of a cat
A411	NOUN	174	коготь	claw, talon	острый изогнутый роговой вырост на конце пальцев у кошки	a sharp curved horny growth at the tip of a cat's toe
A412	NOUN	175	медведь	bear	крупный хищный зверь семейства медвежьих (Ursidae)	a large carnivorous mammal of the family Ursidae
A412	NOUN	176	лапа (медведя)	paw	лапа (конечность) медведя	the foot and claws of a bear
A412	NOUN	177	морда	face of an animal, muzzle, snout	передняя часть головы животного, включающая рот и нос	the projecting part of the head of an animal, including mouth and nose
A412	NOUN	180	олень	deer	жвачное животное семейства оленьих (Cervidae) с ветвистыми рогами	a ruminant animal of the family Cervidae, typically bearing branched antlers
A412	NOUN	181	лось	moose, elk	крупное лесное жвачное животное семейства оленьих (Alces alces) с широкими рогами	a large forest-dwelling ruminant (Alces alces) of the deer family with broad palmate antlers
A412	NOUN	182	куница	marten	хищное животное семейства куньих (Martes), ведущее древесный образ жизни	a carnivorous mammal of the weasel family (Martes) that lives mainly in trees
A412	NOUN	183	рысь	lynx	хищное животное семейства кошачьих (Lynx) с кисточками на ушах	a carnivorous mammal of the cat family (Lynx) with tufted ears
A412	NOUN	185	лиса	fox	хищное животное семейства псовых (Vulpes vulpes) с рыжей шерстью и пушистым хвостом	a carnivorous mammal of the dog family (Vulpes vulpes) with reddish-brown fur and a bushy tail
A412	NOUN	187	шерсть (волосяной покров животных)	fur, hair (animal hair or human body hair)	волосяной покров животных	the coat of hair covering the body of a mammal
A412	NOUN	189	ласка	weasel (mammal)	небольшое хищное животное семейства куньих (Mustela nivalis)	a small carnivorous mammal of the weasel family (Mustela nivalis)
A412	NOUN	190	норка	mink (animal)	полуводное хищное животное семейства куньих (Neovison vison или Mustela lutreola) с ценным мехом	a semi-aquatic carnivorous mammal of the weasel family (Neovison vison or Mustela lutreola) valued for its fur
A412	NOUN	194	росомаха	wolverine	крупное хищное животное семейства куньих (Gulo gulo)	a large carnivorous mammal of the weasel family (Gulo gulo)
A412	NOUN	195	крот	mole (burrowing insectivore)	небольшое роющее насекомоядное животное семейства кротовых (Talpa europaea)	a small burrowing insectivore of the mole family (Talpa europaea)
A412	NOUN	196	крыса	rat	грызун рода Rattus, более крупный, чем мышь	a rodent of the genus Rattus, larger than a mouse
A412	NOUN	197	летучая мышь	bat (flying mouse)	летающее млекопитающее отряда рукокрылых (Chiroptera)	a flying mammal of the order Chiroptera
A412	NOUN	198	мышь	mouse (animal) 	небольшой грызун рода Mus	a small rodent of the genus Mus
A42	NOUN	200	птица	bird	позвоночное животное класса птиц (Aves), покрытое перьями, с крыльями	a feathered vertebrate animal of the class Aves, with wings
A42	NOUN	201	стая (птиц)	flock	стая птиц, летящих или держащихся вместе	a group of birds flying or staying together
A42	NOUN	203	клюв	beak	роговой выступ, образующий рот птицы	the hard projecting part forming the mouth of a bird
A42	NOUN	204	крыло	wing	передняя конечность птицы, служащая для полёта	the forelimb of a bird, adapted for flight
A42	NOUN	205	перо	feather, plume	роговое образование, покрывающее тело птицы, состоящее из стержня и бородок	a horny epidermal outgrowth forming the plumage of a bird, consisting of a shaft and barbs
A42	NOUN	206	пух	soft, fluffy immature feathers which grow on young birds	мягкие, пушистые перья молодых птиц или нижний слой перьев взрослых птиц, сохраняющий тепло	soft, fluffy feathers of young birds, or the underlayer of feathers in adult birds, providing insulation
A42	NOUN	208	скворец	starling	певчая птица семейства скворцовых (Sturnus vulgaris) с тёмным блестящим оперением	a songbird of the starling family (Sturnus vulgaris) with dark, iridescent plumage
A42	NOUN	211	кукушка	cuckoo	перелётная птица семейства кукушковых (Cuculus canorus), откладывающая яйца в чужие гнёзда	a migratory bird of the cuckoo family (Cuculus canorus), known for laying eggs in other birds' nests
A42	NOUN	214	куропатка (белая)	partridge	птица семейства тетеревиных (Lagopus), живущая в лесах и тундре, меняющая окраску по сезонам	a bird of the grouse family (Lagopus) living in forests and tundra, changing its plumage seasonally
A42	NOUN	215	ласточка	swallow (bird)	перелётная птица семейства ласточковых (Hirundo rustica) с вильчатым хвостом	a migratory bird of the swallow family (Hirundo rustica) with a forked tail
A42	NOUN	218	утка	duck	водоплавающая птица семейства утиных (Anatidae)	a waterfowl of the duck family (Anatidae)
A42	NOUN	220	чирок	teal	небольшая водоплавающая птица из семейства утиных (Anatinae), один из видов рода Anas	a small waterfowl of the duck family (Anatinae); one of the teal species of the genus Anas
A42	NOUN	222	чайка	seagull	морская птица семейства чайковых (Laridae)	a seabird of the gull family (Laridae)
A42	NOUN	223	лебедь	swan	крупная водоплавающая птица семейства утиных (Cygnus) с длинной шеей	a large waterfowl of the duck family (Cygnus) with a long neck
A42	NOUN	224	кулик	sandpiper, snipe	птица отряда ржанкообразных (Charadriiformes), живущая по берегам водоёмов	a wading bird of the order Charadriiformes, living along the shores of bodies of water
A42	VERB	226	курлыкать	to scream making 'kurla' sounds (about cranes)	издавать характерные протяжные крики (о журавлях)	to make the characteristic bugling calls characteristic of cranes
A42	NOUN	227	рябчик	hazel grouse (bird)	небольшая лесная птица семейства тетеревиных (Tetrastes bonasia)	a small forest bird of the grouse family (Tetrastes bonasia)
A42	NOUN	230	тетерев	black grouse	птица семейства тетеревиных (Lyrurus tetrix), самец которой имеет чёрное оперение и лирообразный хвост	a bird of the grouse family (Lyrurus tetrix); the male has black plumage and a lyre-shaped tail
A42	NOUN	231	сорока	magpie	птица семейства врановых (Pica pica) с чёрно-белым оперением и длинным хвостом	a bird of the crow family (Pica pica) with black-and-white plumage and a long tail
A42	NOUN	234	ястреб	hawk (a predatory bird)	хищная птица семейства ястребиных (Accipitridae)	a bird of prey of the hawk family (Accipitridae)
A42	NOUN	235	орёл	eagle	крупная хищная птица семейства ястребиных (Aquila)	a large bird of prey of the hawk family (Aquila)
A42	NOUN	236	сова	owl	хищная ночная птица отряда совообразных (Strigiformes)	a nocturnal bird of prey of the order Strigiformes
A43	NOUN	237	рыба	fish	водное позвоночное животное класса рыб (Pisces), дышащее жабрами	an aquatic vertebrate of the class Pisces, breathing through gills
A43	NOUN	238	чешуя	scales (of fish, reptiles, etc.)	мелкие роговые или костные пластинки, покрывающие тело рыбы	small horny or bony plates covering the body of a fish
A43	NOUN	239	плавник	fin, flipper (appendage of a fish)	плоский вырост на теле рыбы, служащий для передвижения и равновесия в воде	a flat appendage on the body of a fish used for propulsion and balance in water
A43	NOUN	241	икра (рыбья)	roe, spawn (of fish)	яйца рыбы	the eggs of a fish
A43	VERB	242	метать икру	to spawn	откладывать икру (о рыбах)	to deposit eggs (of fish)
A43	NOUN	243	молоки	milt	семенная жидкость самца рыбы, сперма рыбы	the sperm-containing fluid of a male fish; fish sperm
A43	NOUN	244	молодь рыбы	juvenile fish	молодые, недавно вылупившиеся рыбы	young, recently hatched fish
A43	NOUN	245	лосось	salmon	крупная проходная рыба семейства лососёвых (Salmo salar)	a large anadromous fish of the salmon family (Salmo salar)
A43	NOUN	246	сёмга	salmon	атлантический лосось (Salmo salar), ценная промысловая рыба семейства лососёвых	the Atlantic salmon (Salmo salar), a commercially valuable fish of the salmon family
A43	NOUN	247	сиг	coregonus	рыба семейства лососёвых рода Coregonus с нежным белым мясом	a fish of the salmon family, genus Coregonus, valued for its delicate white flesh
A43	NOUN	248	щука	northern pike, pike	пресноводная хищная рыба (Esox lucius) семейства щуковых	a freshwater predatory fish (Esox lucius) of the pike family
A43	NOUN	249	окунь	European perch, redfin perch, perch	пресноводная рыба (Perca fluviatilis) семейства окунёвых с полосатой окраской	a freshwater fish (Perca fluviatilis) of the perch family with striped colouring
A43	NOUN	250	налим	burbot, bubbot, mariah, freshwater ling, the lawyer, coney-f	пресноводная рыба семейства тресковых (Lota lota)	a freshwater fish of the cod family (Lota lota)
A43	NOUN	251	язь	ide, orfe	пресноводная рыба семейства карповых (Leuciscus idus)	a freshwater fish of the carp family (Leuciscus idus)
A43	NOUN	252	лещ	common bream, freshwater bream, bream, bronze bream, carp bream	пресноводная рыба семейства карповых (Abramis brama) с высоким сплюснутым телом	a freshwater fish of the carp family (Abramis brama) with a deep, laterally compressed body
A43	NOUN	253	плотва	rutilus	пресноводная рыба семейства карповых (Rutilus rutilus)	a freshwater fish of the carp family (Rutilus rutilus)
A43	NOUN	255	ряпушка	Coregonus albula, vendace, European cisco	мелкая рыба семейства лососёвых (Coregonus albula), распространённая в северных озёрах	a small fish of the salmon family (Coregonus albula) found in northern lakes
A43	NOUN	256	корюшка	smelt, European smelt	небольшая рыба семейства корюшковых (Osmerus eperlanus)	a small fish of the smelt family (Osmerus eperlanus)
A43	NOUN	257	судак	sander, zander	пресноводная хищная рыба семейства окунёвых (Sander lucioperca)	a freshwater predatory fish of the perch family (Sander lucioperca)
A43	NOUN	258	хариус	grayling, Thymallus	рыба семейства хариусовых (Thymallus thymallus) с характерным высоким спинным плавником	a fish of the grayling family (Thymallus thymallus) with a characteristically high dorsal fin
A43	NOUN	259	угорь	eel	змееподобная рыба (Anguilla anguilla) семейства угрёвых	a snake-like fish (Anguilla anguilla) of the eel family
A44	NOUN	260	муравей	ant	общественное насекомое семейства муравьиных (Formicidae)	a social insect of the family Formicidae
A44	NOUN	263	клещ	tick	паукообразное животное отряда клещей (Acari), паразитирующее на коже животных и человека	an arachnid of the order Acari, parasitic on the skin of animals and humans
A44	NOUN	264	личинка (под корой дерева)	larva (under tree bark)	личинка жука или другого насекомого, обитающая под корой дерева	the larva of a beetle or other insect living under the bark of a tree
A44	NOUN	265	клоп	bug; bedbug	небольшое насекомое отряда полужесткокрылых (Hemiptera), питающееся кровью или соком растений	a small insect of the order Hemiptera that feeds on blood or plant sap
A44	NOUN	266	таракан	cockroach	насекомое отряда тараканообразных (Blattodea), часто обитающее в домах человека	an insect of the order Blattodea, often found in human dwellings
A44	NOUN	267	паук	spider	членистоногое животное класса паукообразных (Araneae), плетущее ловчие сети	an arthropod of the class Arachnida (Araneae), spinning webs to catch prey
A44	NOUN	270	ящерица	lizard	чешуйчатое пресмыкающееся отряда ящериц (Lacertilia)	a scaly reptile of the order Lacertilia
A44	NOUN	272	лягушка	frog	бесхвостое земноводное семейства лягушачьих (Ranidae)	a tailless amphibian of the frog family (Ranidae)
A44	NOUN	274	улитка	snail	моллюск (Gastropoda) с мягким телом, заключённым в спиральную раковину	a gastropod mollusc (Gastropoda) with a soft body enclosed in a spiral shell
A44	NOUN	275	червяк	worm	беспозвоночное животное с мягким удлинённым телом без ног (тип Annelida или Nematoda)	an invertebrate animal with a soft elongated body and no legs (phyla Annelida or Nematoda)
A44	NOUN	276	муха	fly	двукрылое насекомое семейства мух (Muscidae)	a two-winged insect of the fly family (Muscidae)
A44	NOUN	277	овод	gadfly; botfly	двукрылое насекомое семейства оводовых (Oestridae или Tabanidae), личинки которого паразитируют на теле животных	a two-winged insect of the family Oestridae or Tabanidae, whose larvae parasitise the bodies of animals
A44	NOUN	278	комар	mosquito	двукрылое насекомое семейства комариных (Culicidae), самки которого питаются кровью	a two-winged insect of the family Culicidae, the females of which feed on blood
A44	NOUN	279	мошка	midge; gnat	мелкое двукрылое насекомое семейства мошек (Simuliidae или Ceratopogonidae)	a small two-winged insect of the family Simuliidae or Ceratopogonidae
A44	NOUN	280	оса	wasp	жалящее перепончатокрылое насекомое семейства настоящих ос (Vespidae)	a stinging hymenopteran insect of the family Vespidae
B11	NOUN	281	человек	human being; person	разумное существо, представитель вида Homo sapiens	a rational being; a member of the species Homo sapiens
B11	NOUN	282	имя	name	слово, служащее для обозначения конкретного человека или существа	a word used to identify a specific person or being
B11	NOUN	283	мужчина	man	взрослый человек мужского пола	an adult human male
B11	NOUN	284	мальчик	boy	ребёнок или подросток мужского пола	a male child or adolescent
B11	NOUN	285	парень	young man; lad	юноша; молодой мужчина	a youth; a young male person
B11	NOUN	288	народ, люди	people	множество людей; народ	a number of persons; a community of people
B11	ADJ	289	тихий, спокойный (о человеке)	quiet; calm (of a person)	отличающийся спокойствием, уравновешенностью, не шумный (о человеке)	having a calm, composed, or unassuming temperament (of a person)
B11	ADJ	292	маленький	small	незначительный по размеру, величине	little in size or extent
B11	ADJ	293	красивый	beautiful	привлекательный внешне; радующий взор	pleasing to the eye; physically attractive
B11	ADJ	294	лучший, самый хороший	best; the very best	превосходящий всех других по качеству или достоинству	surpassing all others in quality or merit
B11	VERB	295	сметь	to dare	решаться на что-либо, иметь смелость сделать что-либо	to have the courage or boldness to do something
B11	ADJ	296	смелый	brave; bold	обладающий смелостью, отвагой	having or showing courage; not afraid
B11	ADJ	297	хитрый	cunning; crafty	обладающий хитростью, способный достигать цели с помощью уловок	having or showing skill in achieving one's ends by deceit or evasion
B11	ADJ	298	чужой	someone else's; alien; foreign	принадлежащий другому; не свой, чужеродный	belonging to another; not one's own; foreign or alien
B11	NOUN	299	сила	strength; force	физическая или внутренняя мощь, способность совершать действие с усилием	physical or inner power; the capacity to exert effort
B11	NOUN	300	счастье	happiness; good fortune	состояние радости, удовлетворённости жизнью; удача	a state of joy and contentment; good fortune
B11	NOUN	301	характер	character; disposition	совокупность устойчивых психических свойств человека, определяющих его поведение	the set of stable mental traits that determine a person's behaviour
B11	VERB	302	хвалить	to praise	давать положительную оценку кому-либо или чему-либо, одобрять	to express admiration or approval of someone or something
B11	VERB	303	устать	to get tired; to tire	утрачивать силы в результате работы или нагрузки	to lose strength or energy as a result of exertion
B11	PRON	304	я	I	местоимение первого лица единственного числа	first-person singular pronoun
B11	PRON	305	мы	we	местоимение первого лица множественного числа	first-person plural pronoun
B11	PRON	306	ты	you	местоимение второго лица единственного числа	second-person singular pronoun
B11	PRON	308	тот	that	местоимение, указывающее на предмет, удалённый от говорящего	a demonstrative pronoun indicating something distant from the speaker
B11	PRON	309	те	those	местоимение, указывающее на несколько предметов, удалённых от говорящего	a demonstrative pronoun indicating several things distant from the speaker
B11	PRON	310	он	he	местоимение третьего лица единственного числа мужского рода	third-person singular masculine pronoun
B11	PRON	311	они	they	местоимение третьего лица множественного числа	third-person plural pronoun
B11	PRON	312	сам (сама, само)	self; oneself	возвратно-усилительное местоимение, указывающее на самого субъекта действия	a reflexive-emphatic pronoun referring to the subject of the action themselves
B11	PRON	313	свой	one's own	притяжательное местоимение, указывающее на принадлежность субъекту действия	a possessive pronoun indicating belonging to the subject of the action
B11	PRON	314	этот	this	местоимение, указывающее на предмет, близкий к говорящему	a demonstrative pronoun indicating something near the speaker
B11	PRON	315	кто	who	вопросительное местоимение, указывающее на лицо	an interrogative pronoun referring to a person
B11	PRON	316	какой	what kind of; which	вопросительное или относительное местоимение, указывающее на признак предмета	an interrogative or relative pronoun asking about the quality or type of something
B11	PRON	317	что	what	вопросительное местоимение, указывающее на предмет или явление	an interrogative pronoun referring to a thing or phenomenon
B11	PRON	318	иной, некий, некоторый	another; some; a certain	неопределённое местоимение, указывающее на неопределённый предмет или лицо	an indefinite pronoun indicating an unspecified thing or person
B11	PRON	319	каждый	each; every	определительное местоимение, указывающее на любой предмет из множества	a distributive pronoun indicating any member of a set
B11	ADV	320	как	how	вопросительное или относительное наречие образа действия	an interrogative or relative adverb of manner
B12	NOUN	321	тело	body	физическая форма живого существа	the physical form of a living being
B12	NOUN	322	туловище	torso; trunk	часть тела человека без головы и конечностей	the part of the human body excluding the head and limbs
B12	ADJ	324	толстый, полный (о человеке)	fat; stout (of a person)	имеющий избыточный вес, тучный (о человеке)	having excess body weight; overweight (of a person)
B12	ADJ	325	тонкий	thin; slender	имеющий небольшую толщину или ширину; худощавый	of small thickness or width; slim
B12	ADJ	326	худой, тощий	lean; skinny	чрезмерно худой, с явно выраженными костями	excessively thin, with bones clearly visible
B12	ADJ	327	слабый (о человеке)	weak (of a person)	лишённый физической силы; немощный	lacking physical strength; feeble
B12	ADJ	328	сильный	strong	обладающий большой физической силой	having great physical strength
B12	NOUN	329	кожа (человека)	skin (of a person)	наружный покров тела человека	the outer covering of the human body
B12	VERB	330	потеть	to sweat	выделять пот через поры кожи	to secrete sweat through the pores of the skin
B12	NOUN	334	кудри	curls	вьющиеся или завитые пряди волос	locks of hair that curl or wave
B12	NOUN	335	коса (заплетенные волосы)	braid; plait	несколько прядей волос, переплетённых вместе	strands of hair interwoven together
B12	NOUN	336	перхоть	dandruff	мелкие чешуйки омертвевшей кожи на волосистой части головы	small flakes of dead skin from the scalp
B12	VERB	337	чесать, расчесывать (волосы)	to comb (hair)	расчёсывать волосы гребнем или щёткой	to untangle or arrange hair using a comb or brush
B12	NOUN	339	череп	skull	костная оболочка, окружающая и защищающая мозг	the bony structure enclosing and protecting the brain
B12	ADJ	340	лысый	bald	лишённый волос на голове	having no or very little hair on the head
B12	NOUN	342	усы	mustache	волосы, растущие над верхней губой	hair growing above the upper lip
B12	NOUN	344	лицо	face	передняя часть головы человека	the front part of a person's head
B12	NOUN	345	лоб	forehead	часть лица между бровями и линией волос	the part of the face between the eyebrows and the hairline
B12	NOUN	346	щека	cheek	боковая часть лица ниже глаза	the side part of the face below the eye
B12	NOUN	347	подбородок	chin	нижняя часть лица ниже рта	the lower part of the face below the mouth
B12	NOUN	348	рот	mouth	отверстие на лице, служащее для приёма пищи и произнесения звуков	the opening in the face used for eating and speech
B12	NOUN	350	язык	tongue	подвижный мышечный орган во рту, участвующий в жевании, глотании и речи	a movable muscular organ in the mouth, used in chewing, swallowing, and speech
B12	VERB	352	лизать	to lick	проводить языком по поверхности чего-либо	to pass the tongue over a surface
B12	VERB	353	плевать	to spit	выталкивать слюну изо рта	to force saliva out of the mouth
B12	NOUN	357	слюна	saliva	жидкость, выделяемая слюнными железами в ротовую полость	the liquid secreted by the salivary glands into the oral cavity
B12	VERB	359	кричать	to shout; to cry out	издавать громкий звук голосом	to make a loud vocal sound
B12	VERB	360	шептать	to whisper	говорить очень тихо, почти беззвучно	to speak very quietly, almost without sound
B12	NOUN	362	шея	neck	часть тела, соединяющая голову с туловищем	the part of the body connecting the head to the torso
B12	NOUN	363	плечо	shoulder	часть тела, где рука соединяется с туловищем	the part of the body where the arm meets the torso
B12	NOUN	364	подмышки	armpits; underarms	углубление под рукой у плечевого сустава	the hollow beneath the arm at the shoulder joint
B12	NOUN	368	рука	arm; hand	верхняя конечность человека от плеча до кончиков пальцев	the upper limb of a human, from shoulder to fingertips
B12	NOUN	369	ладонь	palm	внутренняя (ладонная) поверхность кисти руки	the inner surface of the hand
B12	NOUN	370	локоть	elbow	сустав, соединяющий предплечье и плечо	the joint connecting the forearm and upper arm
B12	NOUN	371	кулак	fist	рука со сжатыми пальцами	the hand with fingers curled tightly inward
B12	NOUN	372	кукиш	fig sign; fig gesture	жест, при котором большой палец зажат между указательным и средним — знак отказа или насмешки	a gesture made by placing the thumb between the index and middle fingers, signifying refusal or mockery
B12	NOUN	373	палец руки	finger	один из пяти подвижных отростков руки	one of the five movable digits of the hand
B12	NOUN	374	палец ноги	toe	один из пяти подвижных отростков стопы	one of the five movable digits of the foot
B12	NOUN	375	ноготь	nail; fingernail	роговое образование на конце пальца руки	the horny plate at the tip of a finger
B12	NOUN	376	запястье	wrist	сустав, соединяющий кисть руки с предплечьем	the joint connecting the hand to the forearm
B12	NOUN	377	нога	leg; foot	нижняя конечность человека	the lower limb of a human
